Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Medicinal Staff of Lust (Kageuchi)
色欲ノ薬杖(カゲウチ)",Staff,,2048,2180,1204,1256,"6688
(Lv120)",18,"Staff of Assault (II)
Heal 2 allies by a moderate amount of HP, and increase their magical ATK by a small amount.","Recover M.ATK (II)
Fixed chance to Increase the magical ATK of 1 ally in the vanguard by a moderate amount while healing."
Compare,,"Meaning of Gluttony
暴食の意思",Ranged,,1953,2381,1088,1237,"6659
(Lv120)",18,"Flame Daemon's Authority (III)
Deal great magical damage to 1 enemy, and decrease their physical ATK and magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Gun of Gales
疾風の銃",Ranged,,2363,2487,1127,1125,"7102
(Lv120)",19,"Magical Gust of Protection (IV)
Deal massive magical damage to 1 enemy, and increase own magical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Axe of Regression
回帰の斧",Hammer,,2520,2108,1283,1177,"7088
(Lv120)",19,"Lightning of Defense (IV)
Deal great physical damage to 1-2 enemies, and decrease their physical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Recollection Strings of Laziness (Kageuchi)
怠惰ノ回憶弦(カゲウチ)",Instr.,,2307,2048,1164,1090,"6609
(Lv120)",18,"Warrior's Rondo (IV)
Increase the physical ATK of 2 allies by a great amount.","Weapon Repair (II)
Fixed chance to moderately increase one vanguard member's physical ATK and magical ATK while providing backup."
Compare,,"Staff of Fragile Love
脆弱な愛の杖",Staff,,2259,2364,1500,1541,"7664
(Lv120)",20,"Angel’s Death Rattle (IV)
Heal 2 allies by a great amount of HP. Between The Start of Colosseum & 5 Minutes before it ends, Recover 10sp with every use.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Huntsman of Love
恋の狩人",Ranged,,2267,2701,1266,1438,"7672
(Lv120)",20,"Evil Ember of Onslaught (IV)
Deal massive magical damage to 1 enemy, and decrease their magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Masher of Violence
暴力のマッシャー",Hammer,,2703,2039,1471,1459,"7672
(Lv120)",20,"Pounding Inferno (IV)
Deal great physical damage to 1-2 enemies. Increase Combo Count by +5 when comboing.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Menu Book of Justice
正義のメニューブック",Tome,,2668,2368,1234,1394,"7664
(Lv120)",20,"Incantation of Breaking (III)
Reduce the physical ATK and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Lance of Purity
純潔のランス",Polearm,,2261,2662,1343,1414,"7680
(Lv120)",20,"Evil Blaze of Protection (IV)
Deal great magical damage to 1-2 enemies, and increase own magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Magma Greatsword
岩漿の大剣",Blade,,2514,2102,1319,1145,"7080
(Lv120)",18,"炎熱の纏牙(Ⅲ)
Deal great physical damage to 1 enemy, and increase Power when Allies Nightmare [怒号ハ炎熱ノ加護トナル(Combustive Blessing)] is active.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Elegy of Love & Hate
愛憎の悲歌",Instr.,,1147,1129,508,482,"3266
(Lv80)",14,"Hero's Rhapsody (III)
Increase the physical ATK and magical ATK of 1 ally by a great amount.","Weapon Repair (I)
Fixed chance to slightly increase one vanguard member's physical ATK and magical ATK while providing backup."
Compare,,"Gourmet's Knife
美食家のナイフ",Blade,,1145,956,606,504,"3211
(Lv80)",14,"Torch of Destruction (III)
Deal great physical damage to 1 enemy.","ATK Debuff (I)
Fixed chance to slightly reduce enemy's physical ATK and magical ATK while attacking."
Compare,,"Eternal Blessing
永遠の幸福",Instr.,,2212,2483,1151,1253,"7099
(Lv120)",19,"Sorcerer's Rondo (IV)
Increase the magical ATK of 2 allies by a great amount.","Weapon Repair (II)
Fixed chance to moderately increase one vanguard member's physical ATK and magical ATK while providing backup."
Compare,,"Book of the Sealed Curse
呪封じの書",Tome,,2268,2264,1300,1277,"7109
(Lv120)",19,"Incantation of Submission (III)
Reduce the physical DEF and magical DEF of 1-2 enemies by a great amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Great Scythe of Judgement
判決の大鎌",Polearm,,2066,2510,1204,1317,"7097
(Lv120)",19,"Evil Blaze of Defense (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Hurled Sword of Violence
暴力の投擲剣",Blade,,2426,1652,1282,1264,"6624
(Lv120)",18,"Flames of Assault (IV)
Deal massive physical damage to 1 enemy, and increase own physical ATK by a small amount.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Jellyfish's Silhouette
水母の月影",Staff,,2535,2414,1607,1589,"8145
(Lv120)",21,"破撃の萌芽(Ⅴ)
Heal 2-3 allies by a moderate amount of HP, and increase their physical ATK by a small amount.","双翼の恩寵(参)
Fixed chance to moderately increase HP recovered while healing. and Fixed chance to slightly increase support effects while providing backup."
Compare,,"Oracle of the Snake God
蛇神の託宣",Instr.,,2802,2529,1317,1512,"8160
(Lv120)",21,"剣闘士の受難曲/序曲(Ⅲ)
Increase the physical ATK and magical DEF of 1-2 allies by a moderate amount. Between the Start of Colosseum & 5 Minutes before it ends, Increase Effects.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Sparkling Glory
煌めく光輝",Focus,,2256,2796,1512,1553,"8117
(Lv120)",21,"Gale of Exorcism (IV)
Deal massive magical damage to 1-2 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Overflowing Wisdom
溢れる真智",Tome,,2529,2840,1486,1279,"8134
(Lv120)",21,"幻鎖ノ呪術/死(Ⅲ)
Reduce the magical ATK and physical DEF of 1-2 enemies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Lion Heart
ライオンハート",Polearm,,2481,2802,1321,1516,"8120
(Lv120)",21,"Inferno of Exorcism (IV)
Deal massive magical damage to 1-2 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Sword of the Fiery Rock
熾火の石剣",Blade,,2886,2368,1492,1382,"8128
(Lv120)",21,"崩壊の燈火(Ⅴ)
Deal colossal physical damage to 1 enemy.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Book of the Bloody Maiden
血乙女の書",Tome,,2068,2570,1337,1119,"7094
(Lv120)",19,"幻鎖ノ呪術(Ⅲ)
Reduce the magical ATK and physical DEF of 1-2 enemies by a great amount.","Destroy Weapon (II)
Fixed chance to moderately reduce enemy's physical ATK and magical ATK while providing backup."
Compare,,"Plant Ruins
プランツルーン",Staff,,2159,2155,1415,1364,"7093
(Lv120)",19,"Breath of Protection (IV)
Heal 2 allies by a great amount of HP, and increase their physical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Club of Karma
因果の棍棒",Hammer,,2522,2070,1343,1153,"7088
(Lv120)",19,"Hailstorm of Defense (IV)
Deal great physical damage to 1-2 enemies, and decrease their physical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Great Cannon of Envy (Kageuchi)
嫉妬ノ大筒(カゲウチ)",Ranged,,1959,2371,1070,1243,"6643
(Lv120)",18,"Evil Ember of Defense (III)
Deal great magical damage to 1 enemy, and decrease their magical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Dangling Lily
つきまとう麗韻",Instr.,,2518,2106,1361,1121,"7106
(Lv120)",19,"Champion's Harmony (III)
Increase the physical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Guidance of the Sea Lights
海灯の導",Polearm,,2108,2512,1149,1319,"7088
(Lv120)",19,"Evil Hail of Defense (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical DEF by a small amount.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Defender of Deep Green
深緑の守り手",Blade,,2514,2155,1298,1117,"7084
(Lv120)",19,"Gale of Assault (IV)
Deal massive physical damage to 1 enemy, and increase own physical ATK by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Fabled Staff of Lust (Kageuchi)
色欲ノ寓話杖(カゲウチ)",Staff,,2010,2105,1275,1245,"6635
(Lv120)",18,"Breath of Protection (II)
Heal 2 allies by a moderate amount of HP, and increase their physical DEF by a small amount.","Iron Shield Deployment (II)
Fixed chance to increase physical DEF of one member of the vanguard by a great amount while executing commands."
Compare,,"Prohibited Tome
禁忌の魔書",Tome,,2112,2556,1125,1339,"7132
(Lv120)",19,"Exorcist's Incantation (III)
Reduce the magical ATK and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"An Evil Feast
邪悪なる宴",Instr.,,2110,2514,1339,1149,"7112
(Lv120)",19,"退魔師の受難曲(Ⅲ)
Increase the magical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Enraged Soul
憤怒の魂",Hammer,,2574,2104,1337,1098,"7113
(Lv120)",19,"Inferno of Leeching (III)
Deal great physical damage to 1-2 enemies, and recover a small amount of own HP.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Violin Bow of Aesthetics
耽美の提琴弓",Ranged,,2002,2328,1064,1237,"6631
(Lv120)",18,"Evil Hail of Assault (III)
Deal great magical damage to 1 enemy, and increase own magical ATK by a small amount.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Lantern of Delusion
虚妄の角灯",Focus,,1783,2516,1391,1403,"7093
(Lv120)",18,"Evil Blaze Onslaught (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical ATK by a small amount.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"New Year's Pestle of Gluttony
暴食の賀正杵",Hammer,,2627,2218,1438,1418,"7701
(Lv120)",20,"Hailstorm of Assault (IV)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"New Year's Sword of Delusion
虚妄の賀正刀",Blade,,2625,2259,1418,1394,"7696
(Lv120)",20,"Glacial Defense (IV)
Deal massive physical damage to 1 enemy, and decrease their physical DEF by a small amount.","乾坤一擲/剣戟(弐)
When Attacking, Chance to get a small amount of inochi(lifeforce). ※Increased Power with more Blades in Main Grid (Small ~ Massive)"
Compare,,"New Year's Shamisen of Inquisition
探究の賀正三線",Instr.,,2580,2366,1260,1472,"7678
(Lv120)",20,"The Passion of the Gladiator (III)
Increase the physical ATK and magical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Invader Surfboard of Parvenu
成金の侵略板",Tome,,2580,2428,1202,1455,"7665
(Lv120)",20,"Incantation of Breaking (III)
Reduce the physical ATK and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Invader Blade of Slumber
睡眠の侵略剣",Blade,,2578,2312,1414,1367,"7671
(Lv120)",20,"Icicle of Onslaught (IV)
Deal massive physical damage to 1 enemy, and decrease their physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Battleaxe of the Morning Moon
斬月戦斧",Hammer,,986,1111,608,528,"3233
(Lv80)",14,"Torrent of Destruction (II)
Deal moderate physical damage to 1-2 enemies.","P.ATK Support (I)
Fixed chance to slightly increase own physical ATK while attacking."
Compare,,"Staff of the Round Doors
輪門の杖",Staff,,984,980,623,611,"3198
(Lv80)",14,"Prayer of Assault (II)
Heal 1 ally by a moderate amount of HP, and increase their magical ATK by a small amount.","Recovery Support (I)
Fixed chance to slightly increase HP recovered while healing."
Compare,,"Orb of Husks (Calamitous)
殻ノ魔具(禍)",Focus,,2136,3052,1653,1772,"8613
(Lv120)",22,"双詠氷術(Ⅳ)
Deal great magical damage to 1-2 enemies. Increase Combo Count by +5 when comboing.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Gun of Husks (Calamitous)
殻ノ銃(禍)",Ranged,,2411,3077,1523,1593,"8604
(Lv120)",22,"Evil Ember of Onslaught (IV)
Deal massive magical damage to 1 enemy, and decrease their magical ATK by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Hammer of Husks (Calamitous
殻ノ鎚(禍)",Hammer,,3103,2401,1571,1536,"8611
(Lv120)",22,"Lightning of Assault (IV)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Flute of Husks (Calamitous)
殻ノ笛(禍)",Instr.,,2821,2756,1526,1501,"8604
(Lv120)",22,"Champion's Harmony (III)
Increase the physical ATK and physical DEF of 1-2 allies by a great amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Staff of Husks (Calamitous)
殻ノ杖(禍)",Staff,,2425,2410,1912,1866,"8613
(Lv120)",22,"Staff of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their magical ATK by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Scythe of Husks (Calamitous)
殻ノ鎌(禍)",Polearm,,2485,3015,1544,1566,"8610
(Lv120)",22,"Sand Boundary (IV)
Deal great magical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Tome of Husks (Calamitous)
殻ノ書(禍)",Tome,,2761,2836,1491,1517,"8605
(Lv120)",22,"Exorcist's Incantation (III)
Reduce the magical ATK and magical DEF of 1-2 enemies by a great amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Sword of Husks (Calamitous)
殻ノ剣(禍)",Blade,,3080,2755,1453,1345,"8633
(Lv120)",22,"防上の氷撃(Ⅳ)
Deal massive physical damage to 1 enemy, and increase own physical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Pharmacy's Joy
薬屋の愉悦",Staff,,2165,2210,1363,1361,"7099
(Lv120)",19,"Breath of Assault (II)
Heal 2 allies by a moderate amount of HP, and increase their physical ATK by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"The Warrior's Poison Spear
戦魔の毒槍",Polearm,,2110,2554,1123,1337,"7124
(Lv120)",19,"Evil Thunder of Assault (IV)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Rage of the Mountain God
山神の激憤",Blade,,2556,2104,1321,1098,"7079
(Lv120)",19,"Flames of Leeching (IV)
Deal massive physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Tooth Tome of Gluttony (Kageuchi)
大食ノ牙書(カゲウチ)",Tome,,2369,1998,1239,1062,"6668
(Lv120)",18,"Incantation of Shackles (II)
Reduce the physical ATK and physical DEF of 2 enemies by a moderate amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Silver Staff of Parvenu
成金の白銀杖",Staff,,2054,2004,1273,1262,"6593
(Lv120)",20,"Blessed Gospel (III)
Heal 2 allies by a great amount of HP.","Recover P.ATK (II)
Fixed chance to Increase the physical ATK of 1 ally in the vanguard by a moderate amount while healing."
Compare,,"Wreath for the Funeral
葬送の花輪",Focus,,980,1155,524,569,"3228
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Mimicry's Attack
攻撃擬態",Ranged,,1000,1121,534,567,"3222
(Lv80)",14,"Wave of Exorcism (III)
Deal great magical damage to 1 enemy.","Mental Focus (I)
Fixed chance to slightly increase own magical ATK while attacking."
Compare,,"Spear of the Frozen Tree
氷樹の槍",Polearm,,1034,1111,542,554,"3241
(Lv80)",14,"Torrent of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Sealed Tome of Wicked Ice
魔氷の封印書",Tome,,1998,1994,919,896,"5807
(Lv120)",18,"Incantation of Corrosion (II)
Reduce the physical ATK and magical ATK of 2 enemies by a moderate amount.","Destroy Weapon (II)
Fixed chance to moderately reduce enemy's physical ATK and magical ATK while providing backup."
Compare,,"Celebratory Bondage
祝意の繋縛",Blade,,2040,1723,1062,1014,"5839
(Lv120)",18,"Icicle of Assault (III)
Deal great physical damage to 1 enemy, and increase own physical ATK by a small amount.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Bride & Groom's Chant
絡新婦の詠唱",Instr.,,2586,2529,1299,1264,"7678
(Lv120)",20,"Hero's Harmony (III)
Increase the physical ATK and magical ATK of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Crushed Hammer of the Icy Jail
氷獄の砕槌",Hammer,,2670,2113,1461,1418,"7662
(Lv120)",20,"吸命の雹撃(Ⅳ)
Deal great physical damage to 1-2 enemies, and recover a small amount of own HP.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Greatsword of Half Doubt
半疑の大剣",Blade,,2668,2216,1418,1371,"7673
(Lv120)",20,"Icicle of Leeching (IV)
Deal massive physical damage to 1 enemy, and recover a small amount of own HP.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Billion) Unsophisticated Rebellion
(億)未洗練への反逆",Staff,,1250,1250,1250,1250,"5000
(Lv1)",15,"成リ下ガリの錫杖
Heal 1-2 allies by a moderate amount of HP, and increase their magical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"(Billion) Unawareness of a Bad Faith
(億)無自覚な悪意",Focus,,1000,2000,1000,1000,"5000
(Lv1)",15,"成リ下ガリの呪法
Deal great magical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Billion) That Day's Longing
(億)あの日の憧憬",Tome,,1500,1500,1000,1000,"5000
(Lv1)",15,"成リ下ガリの術式
Reduce the physical ATK and magical ATK of 1 enemy by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"(Billion) Nepenthes
(億)ネペンテスリリ",Instr.,,1500,1500,1000,1000,"5000
(Lv1)",15,"成リ下ガリの楽奏
Increase the physical ATK and magical ATK of 1 ally by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"(Billion) Revived Flames
(億)蘇る炎",Polearm,,1000,2000,1000,1000,"5000
(Lv1)",15,"成リ下ガリの槍突
Deal great magical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Billion) Sea Dragon's Breath
(億)海龍の息吹",Ranged,,1000,2000,1000,1000,"5000
(Lv1)",15,"成リ下ガリの銃撃
Deal massive magical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Billion) The Last Guard
(億)最期の番人",Hammer,,2000,1000,1000,1000,"5000
(Lv1)",15,"成リ下ガリの戦鎚
Deal great physical damage to 1-2 enemies.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"(Billion) Spirit Blade of the Deep Sea
(億)深海の霊刀",Blade,,2000,1000,1000,1000,"5000
(Lv1)",15,"成リ下ガリの剣戟
Deal massive physical damage to 1 enemy.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Great Sinner's Bow
大罪の弓",Ranged,,2110,2483,1208,1300,"7101
(Lv120)",18,"Torch of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Bow of the Scattered Icy Flower
氷散華の弓",Ranged,,2218,2662,1371,1414,"7665
(Lv120)",20,"Evil Hail of Assault (IV)
Deal massive magical damage to 1 enemy, and increase own magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Assembly Bell of Justice
正義の組み鐘",Hammer,,2621,2255,1414,1390,"7680
(Lv120)",20,"Hailstorm of Protection (IV)
Deal great physical damage to 1-2 enemies, and increase own physical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Holy Spear of Suffering
被虐の聖槍",Polearm,,2224,2625,1400,1420,"7669
(Lv120)",20,"Evil Hail Onslaught (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Candlestand of Slumber
睡眠の燭台",Staff,,2374,2261,1524,1504,"7663
(Lv120)",20,"Breath of Protection (IV)
Heal 2 allies by a great amount of HP, and increase their physical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Star Tome of Restriction
束縛の星書",Tome,,2529,2578,1262,1293,"7662
(Lv120)",20,"Incantation of Corrosion (III)
Reduce the physical ATK and magical ATK of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Story of the Frozen World
氷世界の物語",Tome,,2161,2441,1321,1147,"7070
(Lv120)",19,"幻鎖ノ呪術(Ⅲ)
Reduce the magical ATK and physical DEF of 1-2 enemies by a great amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Flute of Conflagration
劫火の横笛",Instr.,,2159,2479,1119,1333,"7090
(Lv120)",19,"Sage's Gospel (III)
Increase the magical ATK and magical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Axe of Companionship
相食みの斧",Hammer,,2562,2070,1343,1125,"7100
(Lv120)",19,"Lightning of Onslaught (III)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK by a small amount.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Watering Can of Purity
純潔の如雨露",Ranged,,2190,2268,1123,1042,"6623
(Lv120)",18,"Evil Ember of Defense (III)
Deal great magical damage to 1 enemy, and decrease their magical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Benovelence & Obsession
慈愛と執着",Staff,,2477,2473,1605,1587,"8142
(Lv120)",21,"Blessed Gospel (IV)
Heal 2-3 allies by a moderate amount of HP.","双翼の恩寵(参)
Fixed chance to moderately increase HP recovered while healing. and Fixed chance to slightly increase support effects while providing backup."
Compare,,"Calming Song
鎮めの唄",Instr.,,2597,2593,1463,1486,"8139
(Lv120)",21,"Holy Knight's Gospel (V)
Increase the physical DEF and magical DEF of 1-3 allies by a massive amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Petrifying Loneliness
彷徨える孤独",Focus,,2111,2921,1553,1562,"8147
(Lv120)",21,"魔絶の滝波(Ⅴ)
Deal great magical damage to 1-3 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Book of Extinction
寂滅の書",Tome,,2603,2599,1469,1467,"8138
(Lv120)",21,"Incantation of Submission (V)
Reduce the physical DEF and magical DEF of 1-3 enemies by a massive amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Handgun of the Lamp
燈の短銃",Ranged,,2260,2846,1492,1533,"8131
(Lv120)",21,"魔絶の流水(Ⅴ)
Deal colossal magical damage to 1 enemy.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Blacksmith's Royal Hammer
鍛冶王槌",Hammer,,2848,2366,1490,1434,"8138
(Lv120)",21,"崩壊の烈火(Ⅴ)
Deal great physical damage to 1-3 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Treasured Scythe of Blessings
祝福ノ宝鎌",Polearm,,777,777,777,777,"3108
(Lv120)",99,"Gale of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Fish's Shadow of the Distant Sea
遠海の魚影",Staff,,2167,2163,1381,1391,"7102
(Lv120)",19,"Staff of Protection (IV)
Heal 2 allies by a great amount of HP, and increase their magical DEF by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Self-Declared Celebration
唯我の祝抱",Polearm,,2072,2574,1104,1339,"7089
(Lv120)",19,"Evil Blaze Onslaught (IV)
Deal great magical damage to 1-2 enemies, and decrease their magical ATK by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Sorrowful Guillotine
哀哭の断頭台",Blade,,2487,2066,1323,1206,"7082
(Lv120)",19,"Gale of Onslaught (III)
Deal great physical damage to 1 enemy, and decrease their physical ATK by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Aquamarine Harp of Laziness (Kageuchi)
怠惰ノ緑蒼琴(カゲウチ)",Instr.,,2334,2330,973,1018,"6655
(Lv120)",18,"Hero's Harmony (III)
Increase the physical ATK and magical ATK of 1-2 allies by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Unicorn Whickers
天馬の嘶き",Instr.,,2208,2479,1357,1044,"7088
(Lv120)",19,"退魔師の受難曲(Ⅲ)
Increase the magical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Blazing Rock Axe
業炎の石斧",Hammer,,2451,1781,1423,1421,"7076
(Lv120)",19,"Inferno Onslaught (IV)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK by a small amount.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Rotting Gun
暴腐の銃",Ranged,,986,1129,530,587,"3232
(Lv80)",14,"Torch of Exorcism (III)
Deal great magical damage to 1 enemy.","Dauntless Courage (I)
Fixed chance to slightly increase damage while attacking."
Compare,,"Realm of the Dead
行死の境界",Tome,,2407,2403,1151,1149,"7110
(Lv120)",19,"Incantation of Corrosion (III)
Reduce the physical ATK and magical ATK of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Recital of a Shipwreck
海難の誦",Hammer,,2483,2262,1204,1145,"7094
(Lv120)",19,"Hailstorm of Assault (IV)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Chained Gun of Envy (Kageuchi)
嫉妬ノ鎖銃(カゲウチ)",Ranged,,1961,2373,1096,1190,"6620
(Lv120)",18,"Wave of Exorcism (IV)
Deal massive magical damage to 1 enemy.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
